name,type,value,date,info
安提瓜和巴布达,28,11.176791,1997,
东帝汶,626,10.7,1997,
圣多美和普林西比,678,6.234264,1997,
基里巴斯,296,3.460888,1997,
利比里亚,430,3.421196,1997,
库克群岛,184,2.979922,1997,
蒙特塞拉特,500,2.239567,1997,
帕劳,585,1.771922,1997,
马绍尔群岛,584,1.28289,1997,
图瓦卢,798,0.182193,1997,
美国,840,1440000,1998,
日本,392,923000,1998,
德国,276,460000,1998,
中国,156,325000,1998,
英国,826,238000,1998,
意大利,380,231000,1998,
法国,250,216000,1998,
巴西,76,110000,1998,
加拿大,124,107000,1998,
墨西哥,484,106000,1998,
西班牙,724,102000,1998,
韩国,410,93594.40289,1998,
印度,356,69608.56946,1998,
台湾,158,67253.13845,1998,
荷兰,528,61865.4879,1998,
土耳其,792,61529.54976,1998,
瑞士,756,55137.05959,1998,
瑞典,752,53448.68507,1998,
俄罗斯联邦,643,51820.58769,1998,
阿根廷,32,49084.05818,1998,
比利时,56,47538.96269,1998,
澳大利亚,36,46768.86222,1998,
奥地利,40,38689.49419,1998,
泰国,764,31102.84212,1998,
芬兰,246,30708.47157,1998,
波兰,616,30614.89659,1998,
印度尼西亚,360,27717.15818,1998,
丹麦,208,25711.60374,1998,
南非,710,24247.5401,1998,
波多黎各,630,23179.90674,1998,
爱尔兰,372,20958.8373,1998,
马来西亚,458,20774.0086,1998,
葡萄牙,620,19829.95723,1998,
新加坡,702,19433.5968,1998,
伊朗,364,18408.46672,1998,
以色列,376,18104.61886,1998,
委内瑞拉,862,17379.49108,1998,
菲律宾,608,16936.79169,1998,
挪威,578,16253.4679,1998,
埃及,818,15966.69138,1998,
沙特阿拉伯,682,15491.74667,1998,
捷克,203,15361.15485,1998,
智利,152,14011.9914,1998,
希腊,300,12982.858,1998,
乌克兰,804,10690.51761,1998,
匈牙利,348,9813.622407,1998,
新西兰,554,9025.562704,1998,
罗马尼亚,642,8919.533953,1998,
阿联酋,784,8423.407459,1998,
秘鲁,604,8248.464164,1998,
香港,344,8049.099371,1998,
巴基斯坦,586,7925.911601,1998,
摩洛哥,504,7487.625221,1998,
孟加拉国,50,6666.403491,1998,
厄瓜多尔,218,5572.889,1998,
斯洛文尼亚,705,4943.840761,1998,
斯洛伐克,703,4665.864797,1998,
多米尼加共和国,214,4518.443129,1998,
白俄罗斯,112,4357.53503,1998,
古巴,192,4349.3,1998,
阿尔及利亚,12,3798.146618,1998,
克罗地亚,191,3760.014441,1998,
突尼斯,788,3631.847663,1998,
塞尔维亚,688,3630.273515,1998,
乌拉圭,858,3597.513636,1998,
斯里兰卡,144,3184.58265,1998,
科威特,414,3038.49996,1998,
哈萨克斯坦,398,2660.635137,1998,
危地马拉,320,2631.358673,1998,
尼日利亚,566,2620.231861,1998,
哥斯达黎加,188,2592.672027,1998,
科特迪瓦,384,2590.042213,1998,
萨尔瓦多,222,2568.5,1998,
卢森堡,442,2202.302056,1998,
肯尼亚,404,2146.016854,1998,
利比亚,434,2144.975466,1998,
朝鲜,408,1953.875897,1998,
乌兹别克斯坦,860,1871.043066,1998,
保加利亚,100,1764.624273,1998,
立陶宛,440,1763.650202,1998,
黎巴嫩,422,1351.853384,1998,
叙利亚,760,1340.066298,1998,
加纳,288,1240.416525,1998,
巴拉圭,600,1239.322352,1998,
洪都拉斯,340,1203.645602,1998,
津巴布韦,716,1191.860981,1998,
多民族玻利维亚国,68,1188.974834,1998,
冰岛,352,1108.718262,1998,
拉脱维亚,428,1067.422449,1998,
坦桑尼亚,834,1063.386459,1998,
约旦,400,990.905944,1998,
塞浦路斯,196,914.826905,1998,
牙买加,388,911.354309,1998,
特立尼达和多巴哥,780,905.798899,1998,
毛里求斯,480,861.735656,1998,
爱沙尼亚,233,839.767074,1998,
巴林,48,808.124775,1998,
卡塔尔,634,806.848413,1998,
文莱,96,757.340176,1998,
列支敦士登,438,751.566021,1998,
塞内加尔,686,719.103232,1998,
莫桑比克,508,712.739751,1998,
马耳他,470,708.722743,1998,
乌干达,800,698.779636,1998,
阿曼,512,655.368977,1998,
刚果(金),180,585.575735,1998,
尼加拉瓜,558,580.3247,1998,
斯威士兰,748,577.636431,1998,
贝宁,204,543.203199,1998,
安哥拉,24,539.454645,1998,
波黑,70,523.3595,1998,
越南,887,521.884197,1998,
巴勒斯坦,275,496.7,1998,
澳门,446,487.968587,1998,
马拉维,454,482.206987,1998,
格鲁吉亚,268,479.07254,1998,
塔吉克斯坦,762,447.13685,1998,
尼泊尔联邦民主共和国,524,442.624904,1998,
布基纳法索,854,440.174927,1998,
圣马力诺,674,440.174618,1998,
缅甸,104,415.138971,1998,
柬埔寨,116,396.304186,1998,
埃塞俄比亚,231,385.853989,1998,
赞比亚,894,381.135144,1998,
马里,466,376.931803,1998,
阿塞拜疆,31,370.121628,1998,
纳米比亚,516,369.250655,1998,
海地,332,361.513569,1998,
前南马其顿,807,352.192156,1998,
阿富汗,4,310.306407,1998,
新喀里多尼亚,540,304.595733,1998,
亚美尼亚,51,304.12106,1998,
马达加斯加,450,302.854636,1998,
博茨瓦那,72,297.878785,1998,
吉尔吉斯斯坦,417,260.903235,1998,
加蓬,266,249.975523,1998,
法属波利尼西亚,258,236.430495,1998,
斐济,242,233.647006,1998,
摩尔多瓦,498,232.800194,1998,
巴巴多斯,52,223.7,1998,
巴布亚新几内亚,598,216.568872,1998,
乍得,148,209.747229,1998,
摩纳哥,492,179.249929,1998,
卢旺达,646,149.346617,1998,
苏里南,740,140.38817,1998,
几内亚,324,140.025189,1998,
巴哈马,44,136.748627,1998,
刚果(布),178,135.604304,1998,
毛里塔尼亚,478,128.476086,1998,
多哥,768,126.705486,1998,
尼日尔,562,125.466188,1998,
莱索托,426,121.109344,1998,
阿尔巴尼亚,8,120.689616,1998,
老挝,418,111.280726,1998,
中非,140,107.441853,1998,
蒙古,496,99.811314,1998,
布隆迪,108,96.694116,1998,
伊拉克,368,91.040062,1998,
黑山,499,90.662398,1998,
百慕大,60,76.68,1998,
圭亚那,328,76.215493,1998,
厄立特里亚,232,69.539928,1998,
格陵兰,304,64.905597,1998,
伯利兹,84,64.6,1998,
塞舌尔,690,63.610115,1998,
冈比亚,270,63.387211,1998,
几内亚比绍,624,60.64394,1998,
佛得角,132,57.403736,1998,
安道尔,20,53.300219,1998,
赤道几内亚,226,52.633924,1998,
索马里,706,49.460508,1998,
阿鲁巴,533,46.368715,1998,
不丹,64,33.891063,1998,
马尔代夫,462,32.508516,1998,
萨摩亚,882,32.348942,1998,
塞拉利昂,694,31.226464,1998,
圣卢西亚,662,30.37037,1998,
所罗门群岛,90,27.880218,1998,
科摩罗,174,25.037472,1998,
圣基茨和尼维斯,659,23.818519,1998,
英属维尔京群岛,92,22.336405,1998,
圣文森特和格林纳丁斯,670,21.714573,1998,
多米尼克,212,21.367176,1998,
格林纳达,308,20.011111,1998,
开曼群岛,136,16.903901,1998,
汤加,776,14.41383,1998,
安提瓜和巴布达,28,12.145855,1998,
吉布提,262,11.989579,1998,
瓦努阿图,548,11.205937,1998,
东帝汶,626,10.7,1998,
圣多美和普林西比,678,4.854322,1998,
利比里亚,430,3.665567,1998,
基里巴斯,296,3.124665,1998,
库克群岛,184,2.996475,1998,
帕劳,585,2.215413,1998,
马绍尔群岛,584,2.000568,1998,
蒙特塞拉特,500,0.374396,1998,
图瓦卢,798,0.182376,1998,
美国,840,1490000,1999,
日本,392,1030000,1999,
德国,276,443000,1999,
中国,156,342000,1999,
英国,826,226000,1999,
意大利,380,222000,1999,
法国,250,212000,1999,
韩国,410,122000,1999,
加拿大,124,120000,1999,
墨西哥,484,116000,1999,
西班牙,724,103000,1999,
巴西,76,77485.14602,1999,
台湾,158,71531.0815,1999,
印度,356,70529.84114,1999,
荷兰,528,61249.01916,1999,
瑞典,752,53614.86746,1999,
瑞士,756,53443.55132,1999,
土耳其,792,51366.43873,1999,
澳大利亚,36,49488.048,1999,
比利时,56,45294.44338,1999,
阿根廷,32,44264.18659,1999,
印度尼西亚,360,42281.40352,1999,
奥地利,40,38855.43382,1999,
俄罗斯联邦,643,38400.99638,1999,
泰国,764,35958.98392,1999,
芬兰,246,30865.28673,1999,
波兰,616,28408.71958,1999,
丹麦,208,25369.25335,1999,
马来西亚,458,24485.52632,1999,
波多黎各,630,23499.46969,1999,
爱尔兰,372,23254.17188,1999,
南非,710,22969.69943,1999,
葡萄牙,620,19916.30169,1999,
新加坡,702,19699.61867,1999,
菲律宾,608,19476.72899,1999,
伊朗,364,18755.46794,1999,
以色列,376,18477.82823,1999,
委内瑞拉,862,17336.74522,1999,
沙特阿拉伯,682,16746.66667,1999,
挪威,578,16432.12965,1999,
埃及,818,16188.23788,1999,
捷克,203,14798.99043,1999,
希腊,300,14224.33761,1999,
智利,152,13120.36582,1999,
匈牙利,348,9579.046649,1999,
新西兰,554,9322.010178,1999,
阿联酋,784,9319.58188,1999,
乌克兰,804,8684.266307,1999,
巴基斯坦,586,7770.008035,1999,
摩洛哥,504,7637.753275,1999,
香港,344,7413.082816,1999,
秘鲁,604,7366.699507,1999,
罗马尼亚,642,6967.660096,1999,
孟加拉国,50,6678.727279,1999,
斯洛文尼亚,705,5001.05858,1999,
多米尼加共和国,214,4738.246792,1999,
古巴,192,4712.7,1999,
厄瓜多尔,218,4176.055,1999,
斯洛伐克,703,3880.509986,1999,
突尼斯,788,3785.06776,1999,
阿尔及利亚,12,3505.527079,1999,
克罗地亚,191,3448.66556,1999,
科威特,414,3334.267731,1999,
白俄罗斯,112,3323.83552,1999,
乌拉圭,858,3219.951849,1999,
斯里兰卡,144,3134.400654,1999,
尼日利亚,566,3023.297511,1999,
萨尔瓦多,222,2815.4,1999,
科特迪瓦,384,2681.504511,1999,
哥斯达黎加,188,2662.404447,1999,
危地马拉,320,2454.026427,1999,
利比亚,434,2394.907266,1999,
哈萨克斯坦,398,2377.376802,1999,
塞尔维亚,688,2169.091918,1999,
卢森堡,442,2122.20447,1999,
乌兹别克斯坦,860,2041.405826,1999,
朝鲜,408,1878.752361,1999,
肯尼亚,404,1818.463069,1999,
立陶宛,440,1660.837587,1999,
保加利亚,100,1577.067243,1999,
洪都拉斯,340,1308.819682,1999,
黎巴嫩,422,1289.534074,1999,
加纳,288,1284.739489,1999,
巴拉圭,600,1194.585571,1999,
多民族玻利维亚国,68,1126.282392,1999,
津巴布韦,716,1088.727888,1999,
冰岛,352,1043.865263,1999,
拉脱维亚,428,1028.055926,1999,
约旦,400,1024.330705,1999,
坦桑尼亚,834,1021.724495,1999,
叙利亚,760,997.782609,1999,
特立尼达和多巴哥,780,990.490403,1999,
塞浦路斯,196,905.267782,1999,
牙买加,388,885.575966,1999,
毛里求斯,480,875.21511,1999,
文莱,96,852.780827,1999,
巴林,48,834.776671,1999,
爱沙尼亚,233,832.774963,1999,
莫桑比克,508,799.016953,1999,
卡塔尔,634,787.899284,1999,
列支敦士登,438,751.473375,1999,
塞内加尔,686,719.091941,1999,
马耳他,470,706.319187,1999,
阿曼,512,682.863887,1999,
乌干达,800,681.492973,1999,
尼加拉瓜,558,571.179823,1999,
贝宁,204,561.23191,1999,
斯威士兰,748,553.598164,1999,
波黑,70,501.985437,1999,
尼泊尔联邦民主共和国,524,481.064642,1999,
圣马力诺,674,476.220404,1999,
澳门,446,476.026837,1999,
马拉维,454,474.066838,1999,
越南,887,471.993082,1999,
布基纳法索,854,464.132537,1999,
柬埔寨,116,463.579901,1999,
巴勒斯坦,275,452.1,1999,
刚果(金),180,439.22039,1999,
缅甸,104,430.036956,1999,
海地,332,411.429541,1999,
埃塞俄比亚,231,406.299653,1999,
新喀里多尼亚,540,402.117747,1999,
马里,466,395.274013,1999,
塔吉克斯坦,762,364.67671,1999,
阿富汗,4,364.579113,1999,
格鲁吉亚,268,357.448774,1999,
前南马其顿,807,352.050566,1999,
赞比亚,894,347.610275,1999,
纳米比亚,516,339.419774,1999,
亚美尼亚,51,315.471075,1999,
博茨瓦那,72,305.099353,1999,
马达加斯加,450,295.335496,1999,
阿塞拜疆,31,276.78492,1999,
安哥拉,24,264.960469,1999,
吉尔吉斯斯坦,417,263.191369,1999,
斐济,242,244.580195,1999,
法属波利尼西亚,258,243.272181,1999,
巴巴多斯,52,226.5,1999,
加蓬,266,216.384722,1999,
巴哈马,44,210.077259,1999,
几内亚,324,207.055925,1999,
摩纳哥,492,177.41272,1999,
巴布亚新几内亚,598,175.949327,1999,
毛里塔尼亚,478,165.603682,1999,
乍得,148,164.750605,1999,
伊拉克,368,152.959128,1999,
摩尔多瓦,498,150.335756,1999,
阿尔巴尼亚,8,146.019874,1999,
卢旺达,646,137.748502,1999,
刚果(布),178,128.634256,1999,
老挝,418,126.523543,1999,
尼日尔,562,126.336056,1999,
莱索托,426,118.898119,1999,
苏里南,740,116.575195,1999,
多哥,768,116.046398,1999,
中非,140,111.8848,1999,
布隆迪,108,93.323132,1999,
蒙古,496,93.192652,1999,
黑山,499,88.272339,1999,
赤道几内亚,226,85.877272,1999,
百慕大,60,81.37,1999,
圭亚那,328,76.127322,1999,
厄立特里亚,232,69.178983,1999,
塞舌尔,690,67.967492,1999,
伯利兹,84,65.9,1999,
几内亚比绍,624,64.209933,1999,
格陵兰,304,64.105298,1999,
阿鲁巴,533,62.027933,1999,
冈比亚,270,58.285734,1999,
佛得角,132,54.448788,1999,
安道尔,20,53.45795,1999,
索马里,706,45.727246,1999,
马尔代夫,462,37.08297,1999,
不丹,64,35.28761,1999,
萨摩亚,882,34.532146,1999,
圣卢西亚,662,31.481481,1999,
所罗门群岛,90,31.249064,1999,
塞拉利昂,694,30.930532,1999,
圣基茨和尼维斯,659,26.674074,1999,
科摩罗,174,25.864506,1999,
格林纳达,308,22.422222,1999,
英属维尔京群岛,92,20.795777,1999,
多米尼克,212,20.732175,1999,
圣文森特和格林纳丁斯,670,20.411699,1999,
开曼群岛,136,18.352864,1999,
汤加,776,16.167456,1999,
安提瓜和巴布达,28,12.942556,1999,
吉布提,262,12.08636,1999,
瓦努阿图,548,11.620159,1999,
东帝汶,626,7.5,1999,
圣多美和普林西比,678,5.459884,1999,
基里巴斯,296,3.510584,1999,
库克群岛,184,3.099684,1999,
帕劳,585,2.22222,1999,
马绍尔群岛,584,1.971746,1999,
蒙特塞拉特,500,0.422046,1999,
图瓦卢,798,0.200948,1999,
利比里亚,430,0.183278,1999,
美国,840,1560000,2000,
日本,392,1100000,2000,
德国,276,404000,2000,
中国,156,385000,2000,
英国,826,215000,2000,
意大利,380,200000,2000,
法国,250,193000,2000,
韩国,410,146000,2000,
墨西哥,484,134000,2000,
加拿大,124,133000,2000,
西班牙,724,96376.37708,2000,
巴西,76,90381.02049,2000,
台湾,158,80301.36065,2000,
印度,356,76002.34778,2000,
荷兰,528,56484.20207,2000,
瑞典,752,52768.07638,2000,
土耳其,792,51194.37554,2000,
俄罗斯联邦,643,51178.91561,2000,
瑞士,756,48612.96132,2000,
澳大利亚,36,45115.83773,2000,
印度尼西亚,360,43443.32624,2000,
阿根廷,32,43148.1616,2000,
比利时,56,41534.79398,2000,
泰国,764,36139.00887,2000,
奥地利,40,35846.9874,2000,
芬兰,246,30358.36991,2000,
马来西亚,458,28946.84211,2000,
波兰,616,27704.99819,2000,
新加坡,702,24783.99579,2000,
波多黎各,630,24273.67898,2000,
南非,710,23478.2748,2000,
丹麦,208,23219.92484,2000,
爱尔兰,372,23098.37917,2000,
委内瑞拉,862,21706.06402,2000,
以色列,376,21214.45794,2000,
菲律宾,608,19824.91098,2000,
沙特阿拉伯,682,18210.67248,2000,
伊朗,364,17980.8382,2000,
葡萄牙,620,17804.96422,2000,
埃及,818,16127.96923,2000,
挪威,578,15148.98871,2000,
捷克,203,14556.24475,2000,
智利,152,13711.49471,2000,
希腊,300,12503.61309,2000,
阿联酋,784,12207.216,2000,
匈牙利,348,9026.94919,2000,
新西兰,554,8441.045378,2000,
香港,344,7880.591268,2000,
秘鲁,604,7872.492837,2000,
巴基斯坦,586,7573.398149,2000,
罗马尼亚,642,7427.107347,2000,
摩洛哥,504,7118.574682,2000,
孟加拉国,50,6681.240211,2000,
乌克兰,804,5629.170317,2000,
尼日利亚,566,5431.236102,2000,
多米尼加共和国,214,5025.56594,2000,
古巴,192,5019.7,2000,
斯洛文尼亚,705,4431.434339,2000,
斯洛伐克,703,4415.912448,2000,
厄瓜多尔,218,4099.591,2000,
突尼斯,788,3502.276749,2000,
斯里兰卡,144,3339.314238,2000,
阿尔及利亚,12,3276.999541,2000,
克罗地亚,191,3222.333899,2000,
萨尔瓦多,222,3030.7,2000,
哈萨克斯坦,398,3017.81848,2000,
乌拉圭,858,2857.203859,2000,
哥斯达黎加,188,2750.154928,2000,
科威特,414,2607.973499,2000,
危地马拉,320,2540.53101,2000,
白俄罗斯,112,2457.189176,2000,
科特迪瓦,384,2309.065708,2000,
利比亚,434,2235.533777,2000,
塞尔维亚,688,2214.457065,2000,
卢森堡,442,2047.567066,2000,
立陶宛,440,1934.117037,2000,
朝鲜,408,1877.841929,2000,
肯尼亚,404,1831.033001,2000,
乌兹别克斯坦,860,1639.010945,2000,
保加利亚,100,1589.619809,2000,
洪都拉斯,340,1475.963579,2000,
特立尼达和多巴哥,780,1380.996953,2000,
文莱,96,1261.988545,2000,
黎巴嫩,422,1201.098526,2000,
阿曼,512,1117.14954,2000,
巴拉圭,600,1116.926378,2000,
多民族玻利维亚国,68,1111.968992,2000,
约旦,400,1095.43579,2000,
拉脱维亚,428,1090.06233,2000,
坦桑尼亚,834,1034.107168,2000,
冰岛,352,1018.377357,2000,
津巴布韦,716,991.28557,2000,
巴林,48,970.475165,2000,
卡塔尔,634,965.30707,2000,
毛里求斯,480,920.815493,2000,
爱沙尼亚,233,879.304452,2000,
牙买加,388,841.611647,2000,
加纳,288,828.73217,2000,
刚果(金),180,826.250149,2000,
塞浦路斯,196,811.88652,2000,
马耳他,470,774.435071,2000,
莫桑比克,508,744.101984,2000,
列支敦士登,438,732.936381,2000,
乌干达,800,638.314408,2000,
尼加拉瓜,558,627.160646,2000,
塞内加尔,686,603.924155,2000,
阿富汗,4,595.09266,2000,
斯威士兰,748,588.591628,2000,
柬埔寨,116,587.059819,2000,
波黑,70,567.784616,2000,
越南,887,561.377292,2000,
贝宁,204,539.564328,2000,
缅甸,104,521.259708,2000,
尼泊尔联邦民主共和国,524,510.653886,2000,
澳门,446,497.265104,2000,
新喀里多尼亚,540,470.244887,2000,
巴勒斯坦,275,450.3,2000,
埃塞俄比亚,231,447.087452,2000,
马拉维,454,445.131312,2000,
圣马力诺,674,429.79597,2000,
马里,466,398.761703,2000,
纳米比亚,516,382.009314,2000,
格鲁吉亚,268,374.457283,2000,
安哥拉,24,352.772925,2000,
海地,332,351.968368,2000,
赞比亚,894,340.389921,2000,
前南马其顿,807,338.371648,2000,
博茨瓦那,72,325.707563,2000,
布基纳法索,854,325.048753,2000,
亚美尼亚,51,322.634232,2000,
马达加斯加,450,317.039994,2000,
叙利亚,760,299.369565,2000,
塔吉克斯坦,762,285.273931,2000,
阿塞拜疆,31,279.047183,2000,
吉尔吉斯斯坦,417,246.679339,2000,
巴巴多斯,52,236.9,2000,
巴哈马,44,233.191199,2000,
斐济,242,225.28232,2000,
苏里南,740,217.13874,2000,
法属波利尼西亚,258,216.92266,2000,
伊拉克,368,190.398008,2000,
加蓬,266,188.004932,2000,
摩尔多瓦,498,179.764119,2000,
赤道几内亚,226,163.887857,2000,
摩纳哥,492,162.694484,2000,
巴布亚新几内亚,598,155.917018,2000,
老挝,418,150.618335,2000,
阿尔巴尼亚,8,150.589639,2000,
毛里塔尼亚,478,137.581739,2000,
莱索托,426,134.044114,2000,
乍得,148,131.579201,2000,
多哥,768,127.651542,2000,
几内亚,324,122.910046,2000,
卢旺达,646,115.474562,2000,
刚果(布),178,111.941932,2000,
尼日尔,562,105.263339,2000,
中非,140,103.24549,2000,
蒙古,496,94.110118,2000,
黑山,499,93.21277,2000,
百慕大,60,85.575314,2000,
布隆迪,108,82.968052,2000,
塞舌尔,690,79.506582,2000,
伯利兹,84,79.110858,2000,
阿鲁巴,533,73.480447,2000,
厄立特里亚,232,73.388288,2000,
圭亚那,328,68.506389,2000,
格陵兰,304,60.089546,2000,
冈比亚,270,52.977367,2000,
安道尔,20,52.16506,2000,
几内亚比绍,624,49.258664,2000,
佛得角,132,46.445158,2000,
索马里,706,46.068612,2000,
马尔代夫,462,39.544502,2000,
不丹,64,36.021297,2000,
萨摩亚,882,35.097119,2000,
圣基茨和尼维斯,659,29.488889,2000,
圣卢西亚,662,28.87037,2000,
塞拉利昂,694,27.427238,2000,
所罗门群岛,90,25.903791,2000,
科摩罗,174,25.58252,2000,
格林纳达,308,23.581481,2000,
多米尼克,212,22.893704,2000,
英属维尔京群岛,92,20.5265,2000,
圣文森特和格林纳丁斯,670,19.977407,2000,
开曼群岛,136,19.154925,2000,
汤加,776,17.262754,2000,
安提瓜和巴布达,28,13.481481,2000,
吉布提,262,12.570265,2000,
瓦努阿图,548,11.915293,2000,
东帝汶,626,9.662358,2000,
圣多美和普林西比,678,5.487171,2000,
基里巴斯,296,3.302175,2000,
库克群岛,184,3.272836,2000,
帕劳,585,2.273274,2000,
利比里亚,430,1.954969,2000,
马绍尔群岛,584,1.144016,2000,
蒙特塞拉特,500,0.422222,2000,
图瓦卢,798,0.095739,2000,
美国,840,1480000,2001,
日本,392,915000,2001,
中国,156,419000,2001,
德国,276,400000,2001,
意大利,380,199000,2001,
英国,826,197000,2001,
法国,250,189000,2001,
墨西哥,484,137000,2001,
韩国,410,131000,2001,
加拿大,124,123000,2001,
西班牙,724,99186.58446,2001,
印度,356,76786.41833,2001,
巴西,76,76655.19491,2001,
台湾,158,68234.71041,2001,
荷兰,528,56579.35947,2001,
俄罗斯联邦,643,53577.28193,2001,
瑞士,756,51874.31109,2001,
瑞典,752,46379.19452,2001,
印度尼西亚,360,44230.21739,2001,
澳大利亚,36,41151.46946,2001,
比利时,56,40485.36478,2001,
阿根廷,32,39801.99195,2001,
奥地利,40,36193.60006,2001,
土耳其,792,35554.27938,2001,
泰国,764,33725.13693,2001,
芬兰,246,30545.58796,2001,
波多黎各,630,29271.76447,2001,
波兰,616,27829.20931,2001,
爱尔兰,372,27573.80247,2001,
马来西亚,458,27219.47368,2001,
丹麦,208,23130.989,2001,
南非,710,21043.1882,2001,
委内瑞拉,862,20881.81577,2001,
新加坡,702,20866.79159,2001,
伊朗,364,20078.36234,2001,
以色列,376,18958.6112,2001,
菲律宾,608,18811.44059,2001,
沙特阿拉伯,682,18454.81574,2001,
葡萄牙,620,17833.28382,2001,
捷克,203,16120.46029,2001,
挪威,578,15505.15594,2001,
埃及,818,14879.69155,2001,
希腊,300,13536.17135,2001,
智利,152,13087.33113,2001,
阿联酋,784,12337.14724,2001,
匈牙利,348,10308.75423,2001,
罗马尼亚,642,8895.318578,2001,
新西兰,554,8219.440105,2001,
秘鲁,604,8109.880709,2001,
巴基斯坦,586,7631.784643,2001,
香港,344,6869.690656,2001,
孟加拉国,50,6851.188627,2001,
摩洛哥,504,6618.553991,2001,
乌克兰,804,6421.069123,2001,
古巴,192,5091.2,2001,
多米尼加共和国,214,4957.007513,2001,
斯洛伐克,703,4804.80984,2001,
厄瓜多尔,218,4633.641,2001,
斯洛文尼亚,705,4587.643677,2001,
尼日利亚,566,4009.126626,2001,
危地马拉,320,3679.166673,2001,
突尼斯,788,3652.067995,2001,
哈萨克斯坦,398,3643.029708,2001,
阿尔及利亚,12,3432.252902,2001,
克罗地亚,191,3422.858936,2001,
斯里兰卡,144,3248.57467,2001,
萨尔瓦多,222,3191.1,2001,
哥斯达黎加,188,2784.2259,2001,
白俄罗斯,112,2775.904468,2001,
塞尔维亚,688,2766.355928,2001,
乌拉圭,858,2648.824309,2001,
科威特,414,2214.02214,2001,
立陶宛,440,2110.576503,2001,
朝鲜,408,1989.92794,2001,
卢森堡,442,1943.303416,2001,
利比亚,434,1867.078136,2001,
保加利亚,100,1823.492838,2001,
肯尼亚,404,1799.319873,2001,
科特迪瓦,384,1791.349277,2001,
阿曼,512,1708.570224,2001,
刚果(金),180,1653.983833,2001,
洪都拉斯,340,1502.886605,2001,
特立尼达和多巴哥,780,1400.079681,2001,
叙利亚,760,1286.23913,2001,
黎巴嫩,422,1254.431472,2001,
文莱,96,1205.606536,2001,
约旦,400,1153.396907,2001,
拉脱维亚,428,1145.075619,2001,
乌兹别克斯坦,860,1103.816813,2001,
多民族玻利维亚国,68,1086.466912,2001,
卡塔尔,634,1073.509342,2001,
冰岛,352,1072.586353,2001,
巴拉圭,600,1023.185762,2001,
巴林,48,1017.766077,2001,
坦桑尼亚,834,1006.124948,2001,
爱沙尼亚,233,1002.459719,2001,
津巴布韦,716,938.208956,2001,
毛里求斯,480,924.637342,2001,
加纳,288,882.593522,2001,
牙买加,388,821.766009,2001,
塞浦路斯,196,804.777086,2001,
莫桑比克,508,784.091115,2001,
塞内加尔,686,727.661573,2001,
列支敦士登,438,726.421594,2001,
尼加拉瓜,558,718.711475,2001,
阿富汗,4,698.865221,2001,
乌干达,800,694.074902,2001,
柬埔寨,116,669.404205,2001,
马耳他,470,637.21314,2001,
缅甸,104,597.627412,2001,
波黑,70,581.700702,2001,
越南,887,580.512435,2001,
贝宁,204,568.227994,2001,
斯威士兰,748,528.530863,2001,
尼泊尔联邦民主共和国,524,512.466769,2001,
马里,466,503.49683,2001,
安哥拉,24,462.762726,2001,
埃塞俄比亚,231,456.152833,2001,
巴勒斯坦,275,439.3,2001,
圣马力诺,674,427.438624,2001,
澳门,446,405.80071,2001,
格鲁吉亚,268,393.742613,2001,
马拉维,454,393.320358,2001,
马达加斯加,450,392.516275,2001,
赞比亚,894,371.84275,2001,
塔吉克斯坦,762,361.690842,2001,
阿塞拜疆,31,353.155926,2001,
纳米比亚,516,342.315142,2001,
海地,332,340.844722,2001,
亚美尼亚,51,332.927129,2001,
前南马其顿,807,332.553694,2001,
新喀里多尼亚,540,332.40531,2001,
博茨瓦那,72,320.598488,2001,
伊拉克,368,316.126076,2001,
布基纳法索,854,309.907321,2001,
吉尔吉斯斯坦,417,267.95597,2001,
斐济,242,247.665947,2001,
巴巴多斯,52,238.05,2001,
摩尔多瓦,498,228.949442,2001,
法属波利尼西亚,258,213.640917,2001,
加蓬,266,211.203502,2001,
乍得,148,206.091855,2001,
赤道几内亚,226,189.868596,2001,
巴哈马,44,184.028717,2001,
苏里南,740,172.100192,2001,
莱索托,426,169.613384,2001,
摩纳哥,492,164.191763,2001,
阿尔巴尼亚,8,160.961687,2001,
老挝,418,160.346967,2001,
毛里塔尼亚,478,141.007762,2001,
黑山,499,137.037967,2001,
多哥,768,135.471538,2001,
巴布亚新几内亚,598,134.127947,2001,
蒙古,496,129.198693,2001,
刚果(布),178,126.050677,2001,
几内亚,324,120.58684,2001,
尼日尔,562,111.789489,2001,
卢旺达,646,106.09675,2001,
中非,140,102.982819,2001,
布隆迪,108,78.999784,2001,
伯利兹,84,77.646441,2001,
百慕大,60,77.585684,2001,
厄立特里亚,232,74.801488,2001,
阿鲁巴,533,74.419441,2001,
塞舌尔,690,72.990183,2001,
圭亚那,328,69.612105,2001,
格陵兰,304,61.287341,2001,
安道尔,20,50.657265,2001,
几内亚比绍,624,50.008287,2001,
马尔代夫,462,48.230989,2001,
冈比亚,270,45.586395,2001,
萨摩亚,882,40.119387,2001,
不丹,64,39.852619,2001,
塞拉利昂,694,38.682428,2001,
佛得角,132,38.634409,2001,
圣基茨和尼维斯,659,30.543759,2001,
利比里亚,430,30.30202,2001,
索马里,706,29.00262,2001,
科摩罗,174,27.16346,2001,
圣卢西亚,662,27.12963,2001,
所罗门群岛,90,26.999201,2001,
多米尼克,212,24.177778,2001,
圣文森特和格林纳丁斯,670,23.943333,2001,
