cus,cus_code,mon,cus_simple,mon_axis,influence_i,contribution_h_i,contribution_t_i,sum_time_i,sum_time_change_h_i,sum_time_change_t_i,influence_e,contribution_h_e,contribution_t_e,sum_time_e,sum_time_change_e,sum_time_change_t_e,time_i,time_e,time_paperless_i,time_paperless_e,time_paper_i,time_paper_e,time_pre_declare_i,time_pre_declare_e,time_normal_declare_i,time_normal_declare_e,time_man_examine_i,time_man_examine_e,time_com_examine_i,time_com_examine_e,time_check_i,time_check_e,time_nocheck_i,time_nocheck_e,time_tax_i,time_tax_e,time_notax_i,time_notax_e,passtime_man_examine_i,passtime_man_examine_e,passtime_check_i,passtime_check_e,passtime_bill_i,passtime_bill_e,passtime_tax_i,passtime_tax_e,passtime_etax_i,passtime_etax_e,passtime_no_etax_i,passtime_no_etax_e,time_without_pct1_i,time_without_pct5_i,time_without_pct10_i,time_pct1_i,time_pct5_i,time_pct10_i,time_without_pct1_e,time_without_pct5_e,time_without_pct10_e,time_pct1_e,time_pct5_e,time_pct10_e,num_all_i,num_all_e,rate24_i,rate24_e
象屿保税物流园区,3717,201604,象屿物流,1604,0.181705523,-1.188722127,9.543116646,772.72,314.08,-1813.3,0.519637737,0.03373104,2.296168883,1155.88,-19.7,-2294.72,14.86,1.48,19.28,0.13,7.79,10.18,0,0,14.86,1.48,0,1.47,14.86,1.48,215.5,10.31,2.58,1.44,166.92,0,11.88,1.48,0,1.47,124.62,5.41,6.02,10.63,0.93,0,0,0,0.93,0,14.86,3.12,1.78,0,308.33,137.79,1.3,0.55,0.05,21.35,19.3,14.36,52,781,94.23,100
象屿保税物流园区,3717,201605,象屿物流,1605,0.038056979,0.955070848,0.345183466,185.25,-587.47,-200.31,0.548927206,0.303167015,-0.227904268,1075.51,-80.37,168.51,3.25,1.31,1.82,0.28,5.72,6.04,0,0,3.25,1.31,0,4.9,3.25,1.24,23.85,19.03,2.89,1.15,26.22,0,1.98,1.31,0,4.73,1.96,9.51,9.82,11.03,8.92,0,0,0,8.92,0,3.25,2.37,1.24,0,27.42,24.17,1.09,0.38,0.1,23.7,19,12.22,57,821,96.49,99.76
象屿保税物流园区,3717,201606,象屿物流,1606,0.039337668,-0.002625198,12.13281286,185.64,0.39,-3351.84,0.400630489,2.017310949,0.691287102,712.95,-362.56,-379.05,3.57,1.05,1.57,0.41,7.04,6.96,0,0,3.57,1.05,0,0,0,0,51.38,26.81,2.63,0.86,0,0,3.57,1.05,0,1.88,6.03,21.58,8.41,9.97,0,0,0,0,0,0,3.57,2.26,1.28,0,36.18,25.12,0.76,0.19,0.03,33.59,17.81,10.31,52,679,98.08,99.41
象屿保税物流园区,3717,201607,象屿物流,1607,0.24683095,-1.259240392,-12.40788403,1004.35,818.71,817.62,0.627477047,-16.30168899,0.856155278,1132.8,419.85,-434.7,18.95,1.6,0.08,0.49,50.1,9.91,0,0,18.95,1.6,0,0,0,0,453.3,20.67,1.92,1.54,0,0,18.95,1.6,0,1.22,238.94,3.45,16.44,14.27,0,0,0,0,0,0,18.95,1.92,0.82,0,453.3,193,1.41,0.72,0.12,20.09,18.51,15.06,53,708,96.23,100
象屿保税物流园区,3717,201608,象屿物流,1608,0.029729269,6.823294855,0.645311027,124.8,-879.55,-2010.8,0.652008434,-0.928825467,-1.536512094,1281.4,148.6,362.32,2.4,1.72,0.1,0.24,6.08,12.76,0,0,2.4,1.72,0,0,0,0,0,15.09,2.4,1.68,30.39,0,1.85,1.72,0,3.05,0,4.02,5.81,16.17,23.82,0,0,0,23.82,0,2.4,1.38,0.85,0,27.8,16.91,1.35,0.59,0.1,40.22,23.25,16.42,52,745,96.15,99.6
象屿保税物流园区,3717,201609,象屿物流,1609,0.088329646,-0.950502378,3.928367937,396,271.2,-497.1,0.278711319,1.424264938,2.449016033,369.26,-912.14,-425.17,7.92,0.74,5.9,0.1,9.93,6.87,0,0,7.92,0.75,0,0,0,0,93.54,22.02,6.17,0.65,48.6,0,7.09,0.74,2.94,0.59,93.08,10.13,24.48,5.42,0.75,0,0.75,0,0,0,7.92,5.29,4.35,0,71.07,40.03,0.58,0.11,0.02,20.71,13.16,7.32,50,499,96,99.8
象屿保税物流园区,3717,201610,象屿物流,1610,0.041134251,0.229262971,0.948052647,138.15,-257.85,-193.69,0.222275357,12.45422487,2.283892318,295.8,-73.46,-311.95,3.07,0.6,0.93,0.13,8.95,6.37,0,0,3.07,0.6,0,0,0,0,0,12.02,3.07,0.55,28.02,0,2.5,0.6,0.23,2.26,0,11.05,3.76,1.21,18.1,0,0,0,18.1,0,3.07,1.86,1.01,0,29.21,24.23,0.43,0.04,0,20.89,11.61,6,45,493,95.56,100
象屿保税物流园区,3717,201611,象屿物流,1611,0.088907208,-0.302440284,0.039098082,365.4,227.25,-39.6,0.155492317,1.155170024,18.20126945,217.47,-78.33,-1244.53,5.8,0.33,4.6,0.17,8.79,2.84,0,0,5.8,0.33,0,0,0,0,98.13,20.94,2.77,0.14,0,0,5.8,0.33,0,0.49,88.74,13.33,9.67,4.53,0,0,0,0,0,0,5.8,2.41,1.55,0,73.6,46.18,0.1,0.02,0,25.08,6.47,3.37,63,659,95.24,99.7
象屿保税物流园区,3717,201612,象屿物流,1612,0.12441035,-6.466066251,0.269268336,508.56,143.16,-117,0.153305242,-0.142304857,16.30085537,257.04,39.57,-1123.23,6.52,0.42,3.59,0.11,9.61,4.12,0.98,0,6.74,0.43,0,0,0,0,98.19,6.47,5.33,0.41,28.99,0,6.23,0.42,0,3.49,93.38,5.98,3.16,2.07,23.94,0,0,0,23.94,0,6.52,4.78,3.74,0,50.18,34.77,0.19,0.04,0,23.37,7.75,4.19,78,612,97.44,99.84
象屿保税物流园区,3717,201701,象屿物流,1701,0.054114218,0.481238735,-0.006684279,184.8,-323.76,1.8,0.153206503,-0.152759378,3.996398246,313.6,56.56,-1031.9,3.3,0.49,3.2,0.18,3.66,8.81,5.93,0,3.2,0.5,0,6.05,3.3,0.37,89.56,12.79,1.73,0.41,20.4,0,2.99,0.49,0,2.93,72.55,8.02,3.99,10.76,1.61,0,0,0,1.61,0,3.3,1.38,0.63,0,54.98,30.56,0.21,0.01,0,29.83,9.69,5.58,56,640,98.21,99.84
象屿保税物流园区,3717,201702,象屿物流,1702,0.133910001,-1.373817897,-0.166707218,433.1,248.3,188.9,0.179864554,0.131413314,3.094165616,165.6,-148,-921.57,7.1,0.4,1.92,0.28,16.97,2.07,2.97,0,7.17,0.4,0,1.3,7.1,0.38,51.16,18.18,5.61,0.18,169.7,0,4.39,0.4,0,1.3,37.47,12.98,0.95,1.3,0,0,0,0,0,0,7.1,2.54,1.48,0,95.18,58.65,0.19,0.05,0.01,21.71,7.42,4,61,414,93.44,99.76
象屿保税物流园区,3717,201703,象屿物流,1703,0.038918729,0.120004767,0.218420406,201.11,-231.99,-257.53,0.124604797,-0.06631397,6.216927071,223.48,57.88,-952.1,2.21,0.37,0.3,0.26,43.83,2.09,3.23,0,2.15,0.37,0,3.78,2.21,0.27,6.74,15.81,2.16,0.19,0,0,2.21,0.37,0,2.25,1.72,7.49,5.31,5.48,0,0,0,0,0,0,2.21,0.28,0.03,0,44.22,22.04,0.15,0.02,0,22.2,6.93,3.67,91,604,97.8,99.67
象屿保税物流园区,3717,201704,象屿物流,1704,0.040139867,0.035026037,1.926767601,157.89,-43.22,-614.83,0.073425032,0.506613584,1.617576456,116.13,-107.35,-1039.75,2.77,0.21,0.2,0.21,36.89,1.47,5.23,11.09,2.69,0.09,0,2.26,2.77,0.18,0,20.05,2.77,0.14,0,0,2.77,0.21,0,2.26,0,5.18,0,6.6,0,0,0,0,0,0,2.77,1.09,0.09,0,49.17,30.66,0.06,0,0,17.38,5.06,3.32,57,553,92.98,100
象屿保税物流园区,3717,201705,象屿物流,1705,0.086855957,-0.235142427,-0.865669293,449.28,291.39,264.03,0.052152023,1.799280288,2.504239317,81.48,-34.65,-994.03,5.76,0.14,3.78,0.14,42.47,0,3.71,0,5.82,0.14,0,1.36,5.76,0.1,123.94,16.45,2.65,0.05,0,0,5.76,0.14,0,1.36,123.55,9.17,0.26,3.51,0,0,0,0,0,0,5.76,1.39,0.18,0,115.07,62.38,0.02,0,0,13.64,2.68,1.53,78,582,93.59,100
海沧海关,37AH,201401,海沧,1401,20.26432661,0,0,209220.11,0,0,33.71902167,0,0,203362.36,0,0,62.81,3.13,0,0,62.81,3.13,20.77,0,63.22,3.13,85.74,16.23,43.24,3.12,128.72,17.99,50.96,3.07,80.7,38.67,33.05,3.13,2.18,1.51,40.7,7.46,47.11,28.11,49.34,16.35,53.68,4,35.9,22.53,58.06,50.41,43.57,538.05,299.27,236.05,2.58,1.9,1.51,57.43,26.55,17.7,3331,64972,44.16,98.7
海沧海关,37AH,201402,海沧,1402,26.16313665,-3.61308121,0,216610.1,7389.99,0,42.15149768,29.45091303,0,85431.96,-117930.4,0,78.34,3.07,2.05,0,78.37,3.07,37.42,0,78.49,3.07,112.64,13.52,51.61,3.06,170.55,17.2,61.22,3,97.88,10.72,40.94,3.07,2.51,3.96,44.65,5.38,60.19,37.95,62.16,8.54,69.52,8.54,41.32,0,73.22,64.1,55.91,597.53,349.4,280.58,2.52,1.82,1.47,57.21,26.91,17.44,2765,27828,43.18,98.63
海沧海关,37AH,201403,海沧,1403,21.45224033,3.204326432,0,211541.4,-5068.7,0,39.60013157,-32.36056096,0,108546.4,23114.44,0,58.68,2.41,5.35,1.15,59.46,3.04,61.07,0,58.66,2.41,83.95,46.04,41.63,2.36,128.82,20.1,41.65,2.22,76.27,22.33,32.02,2.41,2.79,19.99,42.54,7.58,36.04,9.44,37.97,12.92,35.92,11.99,43.18,15.15,53.94,46.51,39.78,528.35,290.26,229,1.86,1.19,1,57.4,25.64,15.08,3605,45040,45.69,98.56
海沧海关,37AH,201404,海沧,1404,17.22950568,13.86198162,0,192976.17,-18565.23,0,35.73335394,15.0111504,0,105411,-3135.4,0,53.03,2.05,2.49,1.48,55.97,4.09,62.89,0,52.98,2.05,72.42,15.68,40.58,2.03,136.1,30.02,32.22,1.58,68.26,51.03,30.64,2.03,2.46,1.39,39.88,12.87,28.03,1.88,38.78,28.9,33.88,22.58,50.86,41.55,48.22,40.56,33.75,534.24,291.27,227.03,1.29,0.65,0.44,77.46,28.68,16.5,3639,51420,48.56,98.28
海沧海关,37AH,201405,海沧,1405,17.43153673,11.31206044,0,188793.28,-4182.89,0,40.19518804,-1277.491587,0,119000.7,13589.7,0,54.08,2.1,5.52,1.41,57.14,4.57,89.95,0,53.89,2.1,67.77,22.41,45.2,2.08,134.61,22.96,38.53,1.77,67.6,31.77,34.52,2.08,2.84,1.52,53.46,9.52,28.89,1.78,38.83,21.34,38.1,16.58,40.62,32.05,48.13,40.39,33.63,659.36,315.1,238.17,1.39,0.73,0.52,72.78,28.18,16.31,3491,56667,47.89,98.22
海沧海关,37AH,201406,海沧,1406,23.2646642,5.666518864,0,168450.9,-20342.38,0,39.5046997,46.63127503,0,105624.64,-13376.06,0,46.05,1.76,3.11,1.13,50.05,3.86,47.12,0,46.04,1.76,53.17,10.09,41.25,1.76,124.97,26.98,32.32,1.51,50.76,12.98,37.85,1.76,1.75,1.58,34.6,13.48,20.64,1.47,26.51,7.02,24.4,6.72,32.4,8.55,38.08,29.89,23.34,847.94,354.66,250.93,1.17,0.58,0.4,61.06,24.24,14.02,3658,60014,64.38,98.83
海沧海关,37AH,201407,海沧,1407,12.08890183,671.9158725,0,86048.75,-82402.15,0,33.74407968,86.6619231,0,80400.76,-25223.88,0,18.25,1.16,1.49,0.89,20.58,7.15,26.8,0,18.23,1.16,6.84,8.19,27.15,1.16,33.05,18.97,15.95,0.91,15.76,5.24,23.32,1.16,0.92,3.27,17.65,7.69,4.7,1.08,10.94,4.12,11.29,3.59,9.31,9.33,10.29,5.87,4.14,809.29,254.34,145.4,0.57,0.16,0.08,59.27,20.17,10.93,4715,69311,90.12,98.95
海沧海关,37AH,201408,海沧,1408,11.47478317,15.51114167,0,69250.5,-16798.25,0,43.71729807,-1520.852111,0,104866.86,24466.1,0,16.5,1.59,1.23,1.36,18.32,10.5,37.5,0,16.4,1.59,7.23,187.15,23.32,1.47,28.56,22.4,14.2,1.21,17.1,7.55,15.31,1.59,0.93,0.92,12.35,9.44,6.32,1.04,10.89,5.12,10.88,5.3,10.89,4.61,12.55,7.58,5.08,417.05,186.67,119.42,0.81,0.24,0.12,79.08,27.29,14.81,4197,65954,88.02,98.28
海沧海关,37AH,201409,海沧,1409,10.99733688,-7.634326563,0,75791.52,6541.02,0,38.10003901,60.8626669,0,68839.04,-36027.82,0,18.54,1.16,1.32,1.07,21.08,5.44,9.46,0,18.59,1.16,9.96,6.36,25.05,1.15,33.43,21.48,14.58,0.89,20.06,67.85,15.58,1.14,1.07,0.8,17.33,7.88,6.67,0.96,9.45,4.19,9.09,4.58,11.19,1.64,12.33,7.36,5.3,646.86,231.4,137.99,0.63,0.2,0.11,53.8,19.34,10.62,4088,59344,87.06,98.84
海沧海关,37AH,201410,海沧,1410,8.166028436,50.37256847,0,52503.39,-23288.13,0,40.79045783,-717.5504282,0,73438.61,4599.57,0,14.31,1.33,2.4,1.22,16.08,5.45,37.48,0,14.23,1.33,10.67,8.78,17.44,1.32,26.06,20.41,11.9,1.12,15.19,10.05,12.59,1.32,1.31,1.18,10.99,6.38,5.31,1.54,8.06,6.19,7.87,6.94,8.95,1.84,10.19,7.01,5.39,429.79,153.29,94.79,0.72,0.29,0.16,61.72,21.04,11.79,3669,55217,87.22,98.76
海沧海关,37AH,201411,海沧,1411,12.42784668,-5.996910437,0,61422,8918.61,0,31.6188487,82.66501917,0,46698.08,-26740.53,0,17.65,0.88,1.87,0.79,20.02,4.82,42.86,0,17.51,0.88,15.97,3.69,19.01,0.88,30.19,21.01,15.6,0.71,16.77,6.67,19.3,0.88,0.93,0.35,11.8,5.44,5.98,0.9,11.04,4.62,10.95,4.94,11.51,0.73,10.65,7.03,5.4,727.78,219.48,127.97,0.41,0.13,0.06,47.97,15.23,8.3,3480,53066,85.4,99.2
海沧海关,37AH,201412,海沧,1412,11.86773806,-8.165618796,0,67527.75,6105.75,0,45.81705115,-245.4546666,0,72480,25781.92,0,15.09,1.2,1.64,1.09,17.01,6.54,59.2,0,14.86,1.2,10.75,18.84,18.08,1.19,27.52,24.6,13,0.92,17.8,5.21,9.67,1.2,0.95,13.93,12.05,11.28,6.08,1.4,9.21,4.76,8.59,4.76,12.57,0,11.85,7.75,5.85,341.04,155.02,98.37,0.69,0.24,0.12,50.99,19.27,10.86,4475,60400,85.88,98.88
海沧海关,37AH,201501,海沧,1501,12.2326713,-10.36458492,29.77730528,68480.16,952.41,-140739.95,40.7654691,-17.8376843,30.40168459,78697.2,6217.2,-124665.16,18.32,1.2,1.24,1.15,22.59,5.25,56.88,0,17.99,1.2,12.97,6.73,22.81,1.19,33.14,21.64,16.32,0.97,19.19,12.6,16.6,1.19,0.92,0.53,11.13,6.25,7.1,1.2,10.89,9.33,10.88,3.49,10.92,15.18,13.81,8.73,5.95,469.48,201.43,129.89,0.64,0.19,0.09,56.85,20.35,11.15,3738,65581,83.07,98.68
海沧海关,37AH,201502,海沧,1502,11.20872354,14.17963115,38.06269986,41121.36,-27358.8,-175488.74,51.05813137,-3681.447782,-147.6989986,98846.5,20149.3,13414.54,17.22,1.7,1.7,1.64,22.98,7.15,64.11,0,16.73,1.7,14.54,18.33,19.43,1.68,35.79,25.81,13.59,1.45,17.93,11.7,16,1.69,1.03,10.2,15.62,8.33,6.3,2.1,9.03,3.71,8.46,3.04,11,5.57,12.67,7.79,5.61,485.77,197.12,122.18,1.12,0.49,0.32,58.97,24.64,14.06,2388,58145,84.38,98.3
海沧海关,37AH,201503,海沧,1503,13.04708719,-22.15301363,28.25036943,57529.2,16407.84,-154012.2,36.63268087,66.27200415,41.28775583,36402.95,-62443.55,-72143.45,15.28,1.13,1.45,1.07,21.5,7.49,35.32,0,15.2,1.13,17.03,5.48,13.88,1.13,32.21,23.29,11.8,0.86,16.7,5.72,12.78,1.13,1.07,1.05,16.41,8.91,5.48,1.13,9.33,4.95,7.69,3.86,17.35,22.42,11.52,7.45,5.37,394.82,164.22,104.63,0.57,0.2,0.1,56.54,18.72,10.39,3765,32215,84.49,98.86
海沧海关,37AH,201504,海沧,1504,11.95064258,133.4323681,20.69989117,53092,-4437.2,-139884.17,44.46910059,-78.13681917,29.52923469,54475.84,18072.89,-50935.16,13,1.07,4.34,1.03,23.81,6.38,60.21,0,12.81,1.07,15.24,2.21,11.91,1.06,27.84,19.38,9.93,0.84,15.4,6.78,9.1,1.07,1.11,0.72,11.02,6.08,5.98,1.15,8.15,5.52,7.55,4.92,14.02,10.03,9.4,6.22,4.74,376.61,141.96,87.46,0.56,0.24,0.13,52.15,16.97,9.56,4084,50912,85.6,99.02
海沧海关,37AH,201505,海沧,1505,14.86937156,-68.67656496,19.11039433,63750.96,10658.96,-125042.32,46.72347437,-492.4753017,35.61999093,56998.2,2522.36,-62002.5,16.68,1.05,7.3,1.03,47.94,4.73,67.27,0,16.46,1.05,19.49,0.92,15.36,1.06,32.7,21.43,13.7,0.84,19.81,0.99,10.86,1.05,2.84,0.71,13.68,6.22,8.98,1.26,10.09,0.13,9.19,0.13,20.85,0,13.32,8.75,6.21,351.51,167.44,111,0.57,0.27,0.15,49.11,15.96,9.19,3822,54284,80.64,99
海沧海关,37AH,201506,海沧,1506,17.55911134,-91.73057195,32.32517248,78013,14262.04,-90437.9,55.70964349,-1022.400353,25.67277264,68592.22,11594.02,-37032.42,17.65,1.18,8.55,1.12,50.02,8.72,74.83,0,17.38,1.18,23.09,1.33,14.46,1.18,29.3,22.42,14.5,0.91,22.11,39.25,8.28,1.18,4.49,0.71,10.83,6.98,9.31,1.64,9.34,9.67,8.8,9.67,35.47,0,14.21,9.96,7.12,359.84,163.67,112.39,0.68,0.31,0.18,50.71,17.69,10.14,4420,58129,78.8,98.88
海沧海关,37AH,201507,海沧,1507,23.07780701,-32.67297961,-2.033332182,92382.4,14369.4,6333.65,61.86473385,-176.0922451,0.115844772,80275.06,11682.84,-125.7,18.1,1.58,9.85,1.51,48.01,10.05,93.18,0,17.89,1.58,21.37,1.61,14.84,1.58,32.51,21.95,14.64,1.34,21.32,4.19,10.01,1.58,6,0.85,16.93,5.93,6.36,1.96,6.32,4.13,5.63,4.13,30.9,0,15.07,10.87,8.13,318.37,155.53,107.84,0.99,0.45,0.3,60.46,23.02,13.12,5104,50807,75.57,98.32
海沧海关,37AH,201508,海沧,1508,21.5626328,-19.73064646,-69.16689864,157706.94,65324.54,88456.44,57.28085698,-43.50965189,8.665471488,99067.54,18792.48,-5799.32,33.09,1.43,18.61,1.22,136.56,37.27,39.87,0,33.06,1.43,34.81,14.58,31.4,1.26,59.1,25.78,26.27,1.25,30.07,34.81,39.85,1.43,9.15,0.66,30.02,8.1,9.42,1.72,6.3,8.98,5.87,8.98,31.71,0,19,14.05,10.16,1447.11,395.2,239.76,0.72,0.31,0.19,72.06,22.69,12.63,4766,69278,71.44,98.84
海沧海关,37AH,201509,海沧,1509,25.44324395,14.94738704,-18.18331125,117286.92,-40420.02,41495.4,42.0416097,87.62268252,31.1775711,48401.45,-50666.09,-20437.59,24.87,0.83,22.14,0.79,51.3,9.96,118.01,0,24.45,0.83,27.11,1.36,23.37,0.82,67.13,25.29,12.58,0.71,30.72,3.15,12.63,0.83,6.89,0.6,38.41,7.88,9.75,1.73,7.35,0.34,6.92,0.34,33.54,0,21.44,16.32,12,365.37,187.86,140.91,0.44,0.23,0.14,39.36,12.3,7.09,4716,58315,69.25,99.43
海沧海关,37AH,201510,海沧,1510,25.28286317,25.98903784,-13.107486,90078.24,-27208.68,37574.85,43.40533052,-79.98550789,35.63917517,51834.42,3432.97,-21604.19,22.61,0.99,19.2,0.93,53.14,12.67,35.88,0,22.39,0.99,24.25,1.35,21.62,0.99,62.92,22.51,13.99,0.89,25.28,4.64,17.31,0.99,6.21,0.78,38.13,9.07,9.82,1.71,7.39,0.59,6.91,0.47,25.29,0.72,18.99,13.5,9.85,388.92,195.93,137.54,0.55,0.31,0.2,45.01,14.04,8.18,3984,52358,71.76,99.28
海沧海关,37AH,201511,海沧,1511,21.07995388,53.23051475,-2.094056294,65286,-24792.24,3864,41.86305613,-35.11096479,-1480.181884,61411.68,9577.26,14713.6,17.55,1.32,14.76,1.27,41.28,8.42,55.93,0,17.29,1.32,21.92,1.43,14.11,1.32,46.6,23.12,12.82,1.23,20.98,10.67,10.78,1.32,6.37,0.72,23.72,5.55,10.17,1.93,8.02,6.97,7.76,6.97,20.15,0,14.16,10.35,7.44,355.2,154.23,108.53,0.92,0.57,0.44,41.15,15.59,9.26,3720,46524,76.61,99.43
海沧海关,37AH,201512,海沧,1512,17.58825288,1.854917704,1.607163285,64254.32,-1031.68,-3273.43,48.27557638,-115.0944576,-198.9924433,77615,16203.32,5135,16.12,1.25,12.34,1.21,42.63,9.25,12.7,0,16.16,1.25,21.34,1.32,11.02,1.24,40.07,24.26,11.86,1.16,21.49,13.43,4.84,1.24,5.75,0.75,16.66,6.88,10.77,2.14,9.71,1.38,9.2,1.38,39.96,0,13.88,10.24,7.59,242.03,128.05,93.01,0.92,0.64,0.48,33.36,12.79,8.1,3986,62092,76.52,99.44
海沧海关,37AH,201601,海沧,1601,26.99790801,-40.73218826,-6.706600461,84927.6,20673.28,16447.44,54.52467514,-110.0469069,-132.8166547,97528.45,19913.45,18831.25,22.32,1.45,16.62,1.39,59.08,11.46,36.96,0,22.25,1.45,28.01,2.02,16.76,1.43,53,21.35,17.56,1.39,24.99,12.04,16.65,1.45,8.85,1.05,20.91,7.72,11.45,2.49,8.11,1.07,7.37,1.07,30.56,0,17.77,13.57,10.11,473.92,188.89,132.38,1.13,0.78,0.62,32.67,14.18,8.91,3805,67261,72.64,99.5
海沧海关,37AH,201602,海沧,1602,23.16810775,34.70147464,-4.821534173,48679.38,-36248.22,7558.02,55.52644407,52.38374938,43.46878981,67660.86,-29867.59,-31185.64,17.91,1.59,14.62,1.54,44.5,11.54,37.26,0,17.56,1.59,25.56,2.05,9.67,1.58,42.75,22.92,14.08,1.53,22.24,47.96,9.24,1.58,7.63,1.14,15.91,6.79,13.16,2.33,9.07,27.47,8.88,27.47,20.05,0,15.61,11.85,8.75,246.84,133.76,100.59,1.18,0.71,0.54,41.65,18.27,11.03,2718,42554,75.2,99.04
海沧海关,37AH,201603,海沧,1603,27.60193397,-32.53828207,-124.8481436,110086.96,61407.58,52557.76,37.47393871,14.67406301,-38.76675752,61470.9,-6189.96,25067.95,25.18,1.35,21.28,1.32,60.37,7.3,29.96,0,25.16,1.35,35.79,2.12,15.25,1.33,60.68,21.97,17.1,1.15,34.78,16.88,8.56,1.35,13.34,0.77,19.34,5.78,10.28,1.48,8.46,6.53,7.98,6.53,45.89,0,21.84,16.27,12.29,361.87,194.99,141.3,0.89,0.42,0.27,46.84,19.13,11.06,4372,45534,66.77,98.66
海沧海关,37AH,201604,海沧,1604,20.45416034,87.44230584,-178.3644446,86983.26,-23103.7,33891.26,41.70746501,-53.59812599,-38.32225134,92773.91,31303.01,38298.07,25.06,1.79,21.73,1.74,50.29,13.03,103.25,0,24.63,1.79,34.5,2.57,15.87,1.77,59.71,23.96,17.6,1.66,32.35,3.31,12.28,1.79,12.08,1.23,21.06,6.57,10.72,2.43,8.63,0.8,8.33,0.8,23.9,0,21.18,16.05,12.36,417.5,196.76,139.42,1.36,0.69,0.5,44.38,22.77,13.43,3471,51829,67.07,99.09
海沧海关,37AH,201605,海沧,1605,21.96235874,-32.38943129,-74.36710764,106906.2,19922.94,43155.24,40.23905239,52.56011473,-29.54052357,78840.15,-13933.76,21841.95,28.2,1.41,22.18,1.37,77.05,12.28,84.93,0,27.95,1.41,34.74,1.98,20.85,1.39,60.31,33.86,20.17,1.27,30.94,45.01,22.84,1.4,12.37,1.06,16.59,13.64,9.54,1.51,7.47,44.41,7.42,22.61,13.46,66.21,22.46,16.97,12.72,610.75,242.29,167.62,0.92,0.55,0.42,49.08,17.6,10.27,3791,55915,67.05,99.24
海沧海关,37AH,201606,海沧,1606,28.89489422,-198.255522,-211.1980494,136359.08,29452.88,58346.08,46.88750653,-25.59168371,-27.07770027,83439.6,4599.45,14847.38,30.76,1.55,27.32,1.53,59.69,7.35,39.61,0,30.69,1.55,0,0,0,0,69.99,22.42,20.21,1.45,35.36,1.98,19.19,1.55,14.34,0.91,22.91,5.37,11.65,1.93,8.57,1.9,8.2,1.9,23.98,0,25.67,20.16,15.65,538.58,232.83,166.9,1.12,0.7,0.56,44.19,17.76,10.5,4433,53832,64.36,99.16
海沧海关,37AH,201607,海沧,1607,27.01160035,40.68131963,-265.9865969,109909.64,-26449.44,17527.24,42.98369546,226.7544166,5.269520518,77599.54,-5840.06,-2675.52,24.76,1.37,21.97,1.34,54.4,9.47,52.82,0.05,24.55,1.39,0,0,0,0,56.87,23.12,16.81,1.23,29.27,12.31,14.28,1.37,9.63,0.91,19.86,12.47,8.2,1.8,8.22,9.85,7.88,9.85,37.17,0,21.24,16.92,13.31,376.78,174.55,128.13,1.03,0.65,0.5,35.45,15.15,9.22,4439,56642,67.81,99.43
海沧海关,37AH,201608,海沧,1608,30.36012055,-136.059393,9.710698607,127448.24,17538.6,-30258.7,43.49711394,-49.29062986,57.59859342,85485.4,7885.86,-13582.14,26.48,1.3,22.76,1.27,59.17,12.51,49.41,0.77,26.38,1.31,0,0,0,0,69.09,22.59,15.64,1.01,33.35,34.92,10.09,1.3,9.29,0.93,17.83,3.58,9.24,1.56,9.31,9.49,8.94,13.78,33.27,0.9,22.7,17.68,13.56,401.16,194.02,142.76,0.97,0.53,0.41,34.27,16.03,9.36,4813,65758,68.63,99.2
海沧海关,37AH,201609,海沧,1609,37.46233834,-141.9554974,-400.3794814,167951.38,40503.14,50664.46,40.53766543,49.61945797,-30.56434449,53707.68,-31777.72,5306.23,37.01,1.17,32.66,1.12,81.64,17.86,39.87,0.13,36.99,1.18,0,0,0,0,82.74,26.54,26.05,0.76,39.46,21.19,31.36,1.17,12.85,0.79,17.45,4.23,10.25,1.37,12.03,9.6,11.65,9.6,36.27,0,30.13,23.93,18.76,723.94,286.67,201.62,0.74,0.36,0.25,43.8,16.53,9.48,4538,45904,63.42,99.19
海沧海关,37AH,201610,海沧,1610,29.4754914,61.31239603,-43.63930045,98993.88,-68957.5,8915.64,39.54664844,183.0530313,-5.809776919,52627.96,-1079.72,793.54,25.82,0.98,21.96,0.96,54.9,11.21,53.72,0.05,25.66,1.01,0,0,0,0,66.23,24.95,16.65,0.77,32.27,48.09,11.26,0.98,11.95,1.09,8.93,4.65,11.87,1.71,10.95,47.32,10.52,47.32,36.91,0,22.66,16.48,12.57,341.01,203.94,145.17,0.57,0.33,0.22,41.3,13.38,7.82,3834,53702,69.54,99.34
海沧海关,37AH,201611,海沧,1611,26.62036063,-13.8586456,-43.56187874,109407.1,10413.22,44121.1,39.95263801,-47.920458,80.93951094,55877.36,3249.4,-5534.32,25.18,0.94,20.72,0.9,62.04,14.73,107.28,0.39,24.03,0.94,0,0,0,0,65.19,22.96,17.01,0.72,31.75,0,10.2,0.94,11.79,0.82,12.57,5.98,10.84,1.53,10.35,0,9.86,0,40.38,0,21.58,16.4,12.44,384.93,192.17,139.96,0.59,0.32,0.2,35.54,12.84,7.58,4345,59444,69.92,99.57
