cus,cus_code,mon,mon_axis,influence,contribution,mount_i,total_time_i,total_time_change_i,mount_e,total_time_e,total_time_change_e,spend_time_i_1,spend_time_i_0,spend_time_e_1,spend_time_e_0,rate24_i_1,rate24_i_0,rate24_e_1,rate24_e_0,w_rate_ie,w_rate_i,w_rate_e,check_rate_ie,check_rate_i,check_rate_e,catch_rate_ie,catch_rate_i,catch_rate_e, bill_num_ie, bill_num_i, bill_num_e, bill_rate_ie, bill_rate_i, bill_rate_e,kqy_num_ie,kqy_num_i,kqy_num_e,kqy_rate_ie,kqy_rate_i,kqy_rate_e,kgq_num_ie,kgq_num_i,kgq_num_e,kgq_rate_ie,kgq_rate_i,kgq_rate_e
火炬翔安保税物流中心,3720,201508,1508,0.10 ,-0.07 ,340,714,240.24,10,38.9,20.86,2.1,1.16,3.89,0.61,97.65,99.01,90,99.84,98.17,97.62,98.86,4.41,5.22,3.41,11.89,10.63,14.29,84,83,1,1.52,2.71,0.04,50,32,18,0.9,1.04,0.73,238,215,23,4.31,7.02,0.93
火炬翔安保税物流中心,3720,201509,1509,0.37 ,-0.37 ,356,1712.36,998.36,8,9.2,-29.7,4.81,1.87,1.15,0.77,94.38,98.39,100,99.85,97.51,96.95,98.19,6.09,7.9,3.91,13.98,14.77,12.04,88,84,4,1.44,2.51,0.14,56,41,15,0.92,1.23,0.54,220,190,30,3.6,5.68,1.08
火炬翔安保税物流中心,3720,201510,1510,0.55 ,-0.25 ,307,1977.08,264.72,16,41.28,32.08,6.44,1.93,2.58,0.6,93.16,98.04,100,99.92,97.41,96.77,98.18,7.56,11.31,2.99,8.94,9.41,6.76,65,57,8,1.19,1.9,0.32,39,22,17,0.71,0.73,0.69,224,203,21,4.09,6.75,0.85
火炬翔安保税物流中心,3720,201511,1511,0.86 ,-1.50 ,348,2676.12,699.04,5,30.2,-11.08,7.69,2.76,6.04,0.83,91.95,97.78,100,99.58,97.5,96.8,98.41,6.98,8.89,4.51,16.71,16,18.52,71,63,8,1.29,2.04,0.33,52,32,20,0.95,1.03,0.83,227,211,16,4.13,6.82,0.67
火炬翔安保税物流中心,3720,201512,1512,1.84 ,-7.26 ,460,6711.4,4035.28,14,26.6,-3.6,14.59,1.74,1.9,1.77,84.13,97.69,100,98.98,97.03,95.25,99.4,6.34,6.32,6.37,6.25,5.49,7.25,95,88,7,1.88,3.05,0.32,38,23,15,0.75,0.8,0.69,202,182,20,4,6.32,0.92
火炬翔安保税物流中心,3720,201601,1601,0.88 ,7.74 ,383,2780.58,-3930.82,16,29.28,2.68,7.26,6.89,1.83,3.89,88.77,96.91,100,97.04,97.69,96.67,99.01,7.82,7.57,8.16,11.6,9.6,14.02,105,73,32,2.27,2.79,1.59,37,17,20,0.8,0.65,0.99,206,188,18,4.45,7.19,0.9
火炬翔安保税物流中心,3720,201602,1602,1.32 ,0.00 ,344,2776.08,-4.5,22,78.76,49.48,8.07,2.14,3.58,3.52,92.15,97.67,100,97.11,98.81,98.25,99.57,6.14,6.15,6.13,13.86,16.38,10.47,110,101,9,3.34,5.36,0.64,19,12,7,0.58,0.64,0.5,122,97,25,3.71,5.15,1.78
火炬翔安保税物流中心,3720,201603,1603,1.42 ,-1.52 ,609,5651.52,2875.44,38,115.52,36.76,9.28,2.75,3.04,3.62,87.36,97.14,97.37,97.31,98.49,97.71,99.55,6.56,7.04,5.91,18.16,17.67,18.94,192,154,38,3.63,5.04,1.7,32,16,16,0.61,0.52,0.72,214,181,33,4.05,5.92,1.48
火炬翔安保税物流中心,3720,201604,1604,1.80 ,-7.52 ,679,7638.75,1987.23,33,121.11,5.59,11.25,3.19,3.67,3.67,88.81,96.24,100,97.99,97.95,96.79,99.63,4.6,4.98,4.05,15.98,17.31,13.64,261,219,42,4.9,6.95,1.93,35,19,16,0.66,0.6,0.74,210,190,20,3.95,6.03,0.92
火炬翔安保税物流中心,3720,201605,1605,1.73 ,-1.28 ,514,8424.46,785.71,22,104.5,-16.61,16.39,4.15,4.75,3.44,88.91,96.35,95.45,98.39,98.09,96.84,99.77,3.52,4.67,1.96,17.58,17.27,18.6,224,180,44,4.33,6.04,2.01,49,33,16,0.95,1.11,0.73,176,162,14,3.4,5.44,0.64
火炬翔安保税物流中心,3720,201606,1606,0.45 ,42.42 ,446,2122.96,-6301.5,14,73.36,-31.14,4.76,5.78,5.24,3.23,96.19,96.37,100,98.69,98.22,97.1,99.71,3.56,4.53,2.27,13.95,13.6,14.89,167,128,39,3.45,4.64,1.88,34,24,10,0.7,0.87,0.48,168,164,4,3.48,5.94,0.19
火炬翔安保税物流中心,3720,201607,1607,0.34 ,1.14 ,431,1379.2,-743.76,20,106.4,33.04,3.2,3.5,5.32,3.27,97.91,96.79,90,98.08,99.45,99.22,99.74,4.08,5.02,2.89,12.56,11.49,14.93,115,81,34,2.18,2.74,1.47,48,30,18,0.91,1.02,0.78,174,164,10,3.3,5.56,0.43
火炬翔安保税物流中心,3720,201608,1608,0.33 ,-0.18 ,499,1402.19,22.99,37,389.24,282.84,2.81,2.79,10.52,3.3,96.99,97.21,94.59,97.61,99.28,99.05,99.59,3.86,4.6,2.89,24.19,24.83,22.86,133,97,36,2.39,3.08,1.49,41,28,13,0.74,0.89,0.54,252,224,28,4.52,7.11,1.16
火炬翔安保税物流中心,3720,201609,1609,0.33 ,-0.34 ,426,1499.52,97.33,11,45.98,-343.26,3.52,4.56,4.18,4.18,97.18,96.92,100,97.05,99.26,98.87,99.77,2.97,4.38,1.12,13.51,14.52,8.33,156,142,14,3.14,5.02,0.65,30,14,16,0.6,0.49,0.75,172,168,4,3.46,5.93,0.19
火炬翔安保税物流中心,3720,201610,1610,0.35 ,0.30 ,357,1160.25,-339.27,59,176.41,130.43,3.25,5.47,2.99,4.69,98.32,96.1,100,97.37,99.26,98.82,99.8,3.64,5.85,0.9,7.41,8.33,0,160,135,25,3.59,5.49,1.25,22,10,12,0.49,0.41,0.6,183,141,42,4.11,5.73,2.11
火炬翔安保税物流中心,3720,201611,1611,0.37 ,-0.46 ,506,1507.88,347.63,50,156.5,-19.91,2.98,3.6,3.13,4.24,98.22,96.62,100,97.44,99.17,98.81,99.65,3.34,5.15,1.01,11.49,11.26,13.04,154,134,20,2.95,4.57,0.88,32,19,13,0.61,0.65,0.57,317,265,52,6.08,9.04,2.28
火炬翔安保税物流中心,3720,201612,1612,0.35 ,3.44 ,487,1431.78,-76.1,32,254.08,97.58,2.94,3.79,7.94,3.77,98.36,96.67,100,97.54,99.18,98.66,99.87,2.86,3.32,2.25,8.67,9.09,7.84,169,153,16,3.22,5.13,0.71,32,18,14,0.61,0.6,0.62,294,269,25,5.6,9.03,1.1
火炬翔安保税物流中心,3720,201701,1701,0.46 ,-0.22 ,483,1579.41,147.63,18,75.78,-178.3,3.27,3.65,4.21,4.89,97.72,97.32,100,96.28,99.56,99.25,99.95,3.23,3.23,3.22,14.49,15.58,13.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火炬翔安保税物流中心,3720,201702,1702,0.40 ,1.51 ,420,1306.2,-273.21,23,71.99,-3.79,3.11,3.02,3.13,5.05,98.1,98.49,95.65,97.42,99.82,99.66,100,1.4,1.41,1.4,17.74,24.24,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火炬翔安保税物流中心,3720,201703,1703,0.15 ,0.27 ,480,787.2,-519,15,63.6,-8.39,1.64,2.23,4.24,2.8,99.38,98.31,93.33,98.86,99.82,99.83,99.82,1.96,2.28,1.55,28,34.85,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火炬翔安保税物流中心,3720,201704,1704,0.25 ,-0.15 ,526,978.36,191.16,13,34.45,-29.15,1.86,2.12,2.65,1.68,99.05,98.1,100,99.48,99.84,99.72,100,1.66,1.98,1.23,32.93,32.14,34.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201401,1401,0.07 ,0.00 ,211,706.85,0,8,12.48,0,3.35,14.63,1.56,0.22,97.16,77.78,100,100,0,0,0,6.72,6.17,18.18,18.75,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201402,1402,0.10 ,-0.05 ,184,804.08,97.23,6,5.28,-7.2,4.37,10.63,0.88,0.71,97.83,100,100,100,0,0,0,8.33,8.74,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201403,1403,0.13 ,-0.28 ,300,1251,446.92,5,1.65,-3.63,4.17,21.05,0.33,0.21,95.67,77.78,100,100,0,0,0,6.17,6.35,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201404,1404,0.16 ,-0.42 ,341,1814.12,563.12,5,1.55,-0.1,5.32,12.21,0.31,0.31,94.43,89.47,100,100,0,0,0,5.74,5.85,0,19.05,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201405,1405,0.08 ,2.62 ,334,845.02,-969.1,4,7.08,5.53,2.53,24.15,1.77,1.18,98.5,79.17,100,100,0,0,0,5.23,5.34,0,21.05,21.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201406,1406,0.10 ,0.03 ,302,730.84,-114.18,2,5.8,-1.28,2.42,4.27,2.9,0,99.01,96.3,100,0,0,0,0,6.04,6.08,0,25,25,0,73,73,0,22.53,22.67,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201407,1407,0.08 ,1.48 ,294,549.78,-181.06,3,5.91,0.11,1.87,6,1.97,1.04,99.32,96.97,100,100,0,0,0,6.65,6.48,14.29,13.64,14.29,0,79,79,0,23.94,24.46,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201408,1408,0.10 ,-0.03 ,301,580.93,31.15,13,37.83,31.92,1.93,6.85,2.91,0.41,100,96.3,100,100,0,0,0,7.89,6.73,33.33,18.52,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201409,1409,0.10 ,-0.10 ,297,665.28,84.35,3,8.97,-28.86,2.24,1.95,2.99,3.23,99.66,100,100,100,0,0,0,6.69,6.77,0,19.05,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201410,1410,0.14 ,-0.47 ,259,880.6,215.32,3,5.34,-3.63,3.4,2.15,1.78,1.16,96.91,100,100,100,0,0,0,8.24,5.88,100,13.04,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201411,1411,0.14 ,0.12 ,273,701.61,-178.99,8,17.68,12.34,2.57,11.65,2.21,0.42,98.17,94.44,100,100,0,0,0,11,10,40,15.15,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201412,1412,0.08 ,0.33 ,169,451.23,-250.38,14,72.24,54.56,2.67,16.72,5.16,0.1,98.82,88.89,92.86,100,0,0,0,10.4,8.11,35.29,19.05,26.67,0,19,19,0,9.45,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201501,1501,0.06 ,1.43 ,141,320.07,-131.16,4,1.4,-70.84,2.27,10.97,0.35,0,99.29,100,100,0,91.19,90.97,100,6.92,6.45,25,18.18,20,0,14,14,0,8.81,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201502,1502,0.06 ,0.05 ,122,217.16,-102.91,,0,-1.4,1.78,17.34,0,0,100,100,0,0,90.77,90.77,0,6.15,6.15,0,25,25,0,9,9,0,6.92,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201503,1503,0.10 ,-0.32 ,274,454.84,237.68,,0,0,1.66,8.15,0,0,100,100,0,0,93.47,93.47,0,5.84,5.84,0,23.53,23.53,0,19,19,0,6.53,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201504,1504,0.12 ,-2.63 ,319,542.3,87.46,1,0.7,0.7,1.7,29.71,0.7,0,100,84.21,100,0,94.4,94.38,100,7.08,6.8,100,20.83,21.74,0,26,26,0,7.67,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201505,1505,0.08 ,1.16 ,305,362.95,-179.35,,0,-0.7,1.19,29.15,0,0,100,73.53,0,0,89.38,89.38,0,6.19,6.19,0,23.81,23.81,0,38,38,0,11.21,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201506,1506,0.20 ,-3.35 ,289,884.34,521.39,1,0.14,0.14,3.06,18.17,0.14,0,98.27,80,100,0,98.31,98.3,100,7.8,7.82,0,8.7,8.7,0,19,19,0,6.44,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201507,1507,0.15 ,0.62 ,287,611.31,-273.03,,0,-0.14,2.13,34.3,0,0,99.3,33.33,0,0,97.27,97.27,0,2.73,2.73,0,12.5,12.5,0,17,17,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201508,1508,0.42 ,-0.73 ,380,3036.2,2424.89,7,21.42,21.42,7.99,6.39,3.06,0,90.79,100,100,0,98.72,98.7,100,5.88,4.43,85.71,4.35,5.88,0,27,26,1,6.91,6.77,14.29,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201509,1509,0.81 ,-0.26 ,326,3726.18,689.98,,0,-21.42,11.43,16.83,0,0,86.81,75,0,0,99.09,99.09,0,7.88,7.27,0,11.54,12.5,0,27,27,0,8.18,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201510,1510,0.29 ,2.59 ,179,1018.51,-2707.67,9,23.04,23.04,5.69,10.46,2.56,0,95.53,100,100,0,96.91,96.76,100,6.19,6.49,0,8.33,8.33,0,30,30,0,15.46,16.22,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201511,1511,0.22 ,0.72 ,128,684.8,-333.71,1,1.33,-21.71,5.35,23.94,1.33,0,97.66,100,100,0,99.23,99.22,100,5.38,4.65,100,42.86,50,0,15,15,0,11.54,11.63,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201512,1512,0.14 ,0.31 ,153,512.55,-172.25,5,10.9,9.57,3.35,23.56,2.18,0,98.69,100,100,0,99.37,99.35,100,5.66,5.84,0,0,0,0,31,31,0,19.5,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201601,1601,0.23 ,-0.44 ,122,736.88,224.33,,0,-10.9,6.04,0,0,0,94.26,0,0,0,100,100,0,9.84,9.84,0,0,0,0,30,30,0,24.59,24.59,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201602,1602,0.10 ,0.51 ,95,205.2,-531.68,,0,0,2.16,107.62,0,0,97.89,0,0,0,98.97,98.97,0,1.03,0,0,0,0,0,32,32,0,32.99,32.99,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201603,1603,0.29 ,-0.50 ,199,1142.26,937.06,,0,0,5.74,51.27,0,0,93.47,0,0,0,94.53,94.53,0,7.46,7.46,0,0,0,0,55,55,0,27.36,27.36,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201604,1604,0.09 ,2.87 ,206,385.22,-757.04,,0,0,1.87,70.83,0,0,99.03,0,0,0,99.52,99.52,0,3.86,3.86,0,0,0,0,51,51,0,24.64,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201605,1605,0.09 ,-0.12 ,233,456.68,71.46,,0,0,1.96,8.67,0,0,97.85,100,0,0,99.15,99.15,0,7.2,7.2,0,5.88,5.88,0,72,72,0,30.51,30.51,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201606,1606,0.34 ,-7.82 ,194,1617.96,1161.28,,0,0,8.34,13.52,0,0,92.78,100,0,0,98.98,98.98,0,2.55,2.55,0,20,20,0,80,80,0,40.82,40.82,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201607,1607,0.12 ,1.76 ,174,476.76,-1141.2,,0,0,2.74,0,0,0,96.55,0,0,0,100,100,0,4.6,4.6,0,12.5,12.5,0,47,47,0,27.01,27.01,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201608,1608,0.05 ,2.15 ,151,199.32,-277.44,,0,0,1.32,11.99,0,0,98.68,100,0,0,98.69,98.69,0,0.65,0.65,0,0,0,0,38,38,0,24.84,24.84,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201609,1609,0.09 ,-0.70 ,108,398.52,199.2,,0,0,3.69,61.26,0,0,96.3,50,0,0,98.18,98.18,0,0.91,0.91,0,0,0,0,39,39,0,35.45,35.45,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201610,1610,0.24 ,-0.36 ,146,807.38,408.86,,0,0,5.53,0,0,0,91.78,0,0,0,97.95,97.95,0,2.05,2.05,0,33.33,33.33,0,44,44,0,30.14,30.14,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201611,1611,0.12 ,0.42 ,170,489.6,-317.78,,0,0,2.88,18.73,0,0,96.47,66.67,0,0,98.84,98.84,0,1.16,1.16,0,0,0,0,49,49,0,28.32,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201612,1612,0.12 ,-0.35 ,145,497.35,7.75,,0,0,3.43,0,0,0,95.86,0,0,0,100,100,0,2.07,2.07,0,0,0,0,47,47,0,32.41,32.41,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201701,1701,0.11 ,0.19 ,116,371.2,-126.15,,0,0,3.2,91.36,0,0,96.55,0,0,0,97.48,97.48,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201702,1702,0.06 ,0.90 ,94,208.68,-162.52,,0,0,2.22,0,0,0,98.94,0,0,0,100,100,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201703,1703,0.14 ,-0.26 ,186,716.1,507.42,,0,0,3.85,93.93,0,0,94.62,0,0,0,99.47,99.47,0,3.74,3.74,0,57.14,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大嶝监管,3722,201704,1704,0.13 ,0.17 ,151,511.89,-204.21,,0,0,3.39,26.34,0,0,94.7,0,0,0,98.68,98.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201401,1401,3.73 ,0.00 ,982,38504.22,0,2101,2794.33,0,39.21,7.2,1.33,1.85,66.4,96.63,99.62,100,0,0,0,10.3,25.15,3.23,13.85,16.02,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201402,1402,3.08 ,6.37 ,662,25473.76,-13030.46,321,311.37,-2482.96,38.48,44.8,0.97,1,54.98,94.64,99.07,100,0,0,0,15.07,20.35,4.65,14.94,14.49,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201403,1403,2.64 ,-0.38 ,1022,26081.44,607.68,1291,1910.68,1599.31,25.52,23.13,1.48,2.08,64.48,86.3,99.23,99.13,0,0,0,16.55,25.63,9.3,23,19.27,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201404,1404,2.34 ,-0.09 ,1056,26199.36,117.92,2176,4896,2985.32,24.81,3.91,2.25,1.03,67.8,100,98.9,100,0,0,0,13.87,29.17,6.33,11.14,10.06,13.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201405,1405,1.92 ,14.75 ,987,20746.74,-5452.62,1432,2291.2,-2604.8,21.02,47.05,1.6,1.95,76.8,90.24,99.23,99.01,0,0,0,13.63,21.93,7.83,10,10.22,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201406,1406,1.78 ,2.20 ,911,12863.32,-7883.42,817,678.11,-1613.09,14.12,7.47,0.83,1.24,82.22,95.12,100,99,0,0,0,14.56,20.32,8.16,13.85,16.23,7.25,684,681,3,37.75,74.26,0.34,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201407,1407,1.89 ,-4.77 ,820,13448,584.68,1078,1433.74,755.63,16.4,4.63,1.33,1.2,83.78,97.73,99.07,98.96,0,0,0,11.61,17.77,6.9,11.95,14,7.89,640,635,5,32.23,73.33,0.45,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201408,1408,5.97 ,-20.84 ,780,36012.6,22564.6,1128,1601.76,168.02,46.17,1.03,1.42,0.67,76.92,100,99.02,100,0,0,0,13.46,20.99,8.2,15.09,18.24,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201409,1409,7.41 ,-17.54 ,835,51043.55,15030.95,986,660.62,-941.14,61.13,4.74,0.67,1.12,79.4,97.27,99.8,98.96,0,0,0,13.57,20.37,7.78,20.78,21.59,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201410,1410,1.68 ,87.11 ,687,10772.16,-40271.39,1252,1114.28,453.66,15.68,4.52,0.89,0.38,86.03,98.21,99.52,100,0,0,0,7.53,12.76,4.62,18,14.29,23.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201411,1411,2.34 ,-0.52 ,622,11550.54,778.38,1341,590.04,-524.24,18.57,3.15,0.44,2.75,81.03,98.75,99.85,98.85,0,0,0,6.81,14.98,2.91,23.19,26.53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201412,1412,2.57 ,-4.09 ,799,14605.72,3055.18,1072,1093.44,503.4,18.28,2.9,1.02,1.03,82.23,97.37,99.25,100,0,0,0,9.99,14.87,6.32,19.59,15.32,27.14,656,654,2,32.67,76.22,0.17,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201501,1501,2.79 ,-10.89 ,711,15606.45,1000.73,1383,1784.07,690.63,21.95,2.3,1.29,2.23,78.48,98.53,99.42,98.65,85.69,63.16,97.74,9.76,15.89,6.56,20.67,27.59,11.96,548,545,3,24.51,69.96,0.21,2,2,0,0.09,0.26,0,0,0,0,0,0,0
泉晋江办,3723,201502,1502,2.71 ,2.94 ,465,9927.75,-5678.7,1215,886.95,-897.12,21.35,3.13,0.73,2.37,81.94,95.74,99.84,94.74,87.78,59.77,99.06,5.78,13.04,2.93,22.22,30.16,8.33,350,348,2,19.62,67.97,0.16,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201503,1503,3.05 ,-4.78 ,620,13466.4,3538.65,756,551.88,-335.07,21.72,6.4,0.73,1.61,80,96.3,99.87,98.44,85.73,69.76,99.39,11.86,16.49,8.06,13.02,14.15,11.11,434,434,0,28.53,61.91,0,1,1,0,0.07,0.14,0,0,0,0,0,0,0
泉晋江办,3723,201504,1504,2.93 ,13.60 ,710,13014.3,-452.1,1473,1870.71,1318.83,18.33,20.8,1.27,6.69,81.41,93.41,99.32,96.08,93.22,82.65,98.6,11.54,22.68,6.03,12.31,16.57,4.4,419,409,10,17.63,51.06,0.63,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201505,1505,2.47 ,15.55 ,766,10601.44,-2412.86,1519,1078.49,-792.22,13.84,3.57,0.71,2.28,79.37,97.44,100,98.96,95.89,89.22,99.38,8.67,22,1.8,13.24,10.23,32.14,266,262,4,10.82,31.04,0.25,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201506,1506,2.56 ,-4.97 ,861,11373.81,772.37,1994,1615.14,536.65,13.21,3.37,0.81,2.21,79.67,97.59,99.85,99.07,96.75,90.47,99.57,8.22,20.02,3,9.96,9.44,11.48,315,304,11,10.34,32.2,0.52,1,1,0,0.03,0.11,0,2,2,0,0.07,0.21,0
泉晋江办,3723,201507,1507,3.59 ,-6.77 ,897,14352,2978.19,1842,2284.08,668.94,16,19.83,1.24,3.85,76.81,97.5,99.67,95.58,96.59,90.69,99.54,13.12,23.04,8.21,9.46,7.91,11.61,514,505,9,17.53,51.69,0.46,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201508,1508,1.49 ,1.05 ,752,10866.4,-3485.6,2297,3330.65,1046.57,14.45,2.67,1.45,1.91,81.25,100,99.13,98.41,97.99,93.93,99.42,8.91,19.8,5.25,12.54,12.82,12.2,699,480,219,21.32,56.07,9.04,0,0,0,0,0,0,145,0,145,4.42,0,5.98
泉晋江办,3723,201509,1509,5.65 ,-5.62 ,806,26066.04,15199.64,2766,3540.48,209.83,32.34,5.28,1.28,1.51,83.13,96.67,99.49,98.97,99.02,97.88,99.37,7.36,20.93,3.3,10.04,10.23,9.68,1057,469,588,28.12,52.34,20.54,0,0,0,0,0,0,125,0,125,3.33,0,4.37
泉晋江办,3723,201510,1510,4.67 ,8.99 ,631,16652.09,-9413.95,2321,4061.75,521.27,26.39,4.68,1.75,3.2,72.74,93.9,99.31,96.12,99.39,99.02,99.5,8.42,24.81,3.83,17.19,18.18,15.38,744,342,402,23.72,47.97,16.58,0,0,0,0,0,0,94,0,94,3,0,3.88
泉晋江办,3723,201511,1511,3.78 ,10.62 ,746,11704.74,-4947.35,2600,5174,1112.25,15.69,5.2,1.99,1.57,77.35,95.4,99.31,98.99,99.49,99.4,99.52,8.26,22.97,3.94,35.46,41.01,25.96,898,374,524,25.42,44.9,19.41,0,0,0,0,0,0,113,0,113,3.2,0,4.19
泉晋江办,3723,201512,1512,5.21 ,-13.18 ,928,19033.28,7328.54,2740,4658,-516,20.51,7.65,1.7,1.96,70.69,93.55,99.6,99.3,99.64,99.24,99.79,7.67,24.82,1.67,36.08,40.16,14.89,901,516,385,22.9,49.05,13.36,0,0,0,0,0,0,2,0,2,0.05,0,0.07
泉晋江办,3723,201601,1601,6.21 ,-1.01 ,778,19543.36,510.08,2565,3847.5,-810.5,25.12,41.96,1.5,2.1,79.43,93.2,99.73,99.26,99.39,98.3,99.74,5.47,13.11,3.06,8.9,4.55,14.81,490,433,57,13.68,49.15,2.11,0,0,0,0,0,0,1,1,0,0.03,0.11,0
泉晋江办,3723,201602,1602,3.00 ,12.68 ,475,6293.75,-13249.61,1554,4506.6,659.1,13.25,10.2,2.9,1.69,88,93.75,99.16,100,99.43,98.42,99.75,3.92,8.76,2.42,11.11,13.95,7.89,313,280,33,14.92,55.23,2.07,0,0,0,0,0,0,0,0,0,0,0,0
泉晋江办,3723,201603,1603,3.11 ,-3.23 ,779,12386.1,6092.35,2805,8134.5,3627.9,15.9,17.58,2.9,1.17,75.1,92.13,99.14,98.95,99.18,97.58,99.66,8.92,22.13,5.13,9.17,4.97,14.38,609,553,56,16.17,63.78,1.93,0,0,0,0,0,0,3,0,3,0.08,0,0.1
泉晋江办,3723,201604,1604,3.92 ,-16.25 ,745,16680.55,4294.45,2677,10467.07,2332.57,22.39,9.99,3.91,3.08,74.36,93.55,98.73,98.13,98.94,97.4,99.39,10.79,25.48,6.61,11.9,10.61,13.33,563,508,55,15.68,62.95,1.98,0,0,0,0,0,0,0,0,0,0,0,0
